id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1544970,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室(和室) A,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70432,Private room,5279,2,133,2022-06-26,1.21,11,151,3,M130002186
1571298,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No1 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70433,Shared room,3909,2,168,2020-03-12,1.53,11,264,0,M130002186
1574946,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No4 シェアルーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,3909,2,141,2020-03-02,1.29,11,264,0,M130002186
1600454,"cute room, safty residential area in west-Tokyo",8529477,Mari,,Setagaya Ku,35.65897,139.60988,Private room,3300,2,45,2022-09-11,0.42,2,11,3,M130000196
1600758,Enjoy a unique house in a green residential area!,8529477,Mari,,Setagaya Ku,35.65933,139.60847,Private room,3300,2,14,2022-06-05,0.27,2,31,1,M130000196
1732795,"Mr.T's House, 2-Bed-rooms JP-style+Portable Wi-Fi",6606987,K & N,,Katsushika Ku,35.73784,139.85201,Entire home/apt,32857,1,308,2022-02-27,2.84,3,148,4,Hotels and Inns Business Act | 葛飾区保健所 | 4葛保生環令第75号
1919541,share house 'Miraie' @JR Osaki,9951050,Takashi&Li,,Shinagawa Ku,35.61794,139.72313,Private room,4000,30,233,2022-07-31,2.16,1,119,4,M130001466
1997959,Stylish Apartment in Tokyo with Rooftop & Blue Sky,10294366,Ryusuke,,Setagaya Ku,35.63858,139.64624,Entire home/apt,18000,3,109,2022-08-04,1.05,1,306,4,M130000611
2129583,＊B＊Tranquil Retreat with LOFT& WIFI near Shinjuku!,9203725,Tokyo,,Suginami Ku,35.67273,139.65974,Entire home/apt,12000,2,9,2020-07-15,0.09,12,365,0,Hotels and Inns Business Act | 東京都杉並区杉並保健所 | 30杉保衛環第331号
2219300,＊C＊Tranquil Studio with Loft&WIFI near Shinjuku !,9203725,Tokyo,,Suginami Ku,35.67273,139.65974,Entire home/apt,9500,2,16,2020-02-25,0.18,12,219,0,Hotels and Inns Business Act | 東京都杉並区杉並保健所 | 30杉保衛環第331号
2238472,Spacious! Shibuya House w/Garden,11430874,Kako & Keiko,,Shibuya Ku,35.67191,139.68367,Private room,27000,1,157,2020-05-08,1.52,1,212,0,M130000961
2602722,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No2 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,3909,2,157,2020-01-25,1.52,11,264,0,M130002186
2602791,＊新宿・大久保徒歩圏内＊個室5人まで同料金&最大8人まで同室貸切！,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70435,Private room,16286,2,71,2020-01-01,0.69,11,261,0,M130002186
2645379,＊新宿・大久保徒歩圏内＊個室5人まで同料金&最大8人まで同室貸切！,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Private room,16286,2,72,2019-11-05,0.70,11,261,0,M130002186
2803972,11mins to Fussa station by train and 6mins walk!,13465066,Tomoyuki&Maki,,Akishima Shi,35.705612157317326,139.37975111085152,Entire home/apt,4600,3,35,2022-09-12,0.36,2,39,5,M130000081
2839061,Work desk/Central TKO/Discover local life&culture,4839990,Toshiyuki,,Bunkyo Ku,35.72035,139.76445,Private room,5000,3,77,2022-01-02,0.87,1,31,1,M130016568
2867835,Lively town flat for family stay,9360394,Vann Amor,,Adachi Ku,35.79124,139.79102,Entire home/apt,13000,7,7,2022-08-25,0.08,4,177,1,M130004932
2883497,東京下町生活,6969809,Kota,,Taito Ku,35.72208,139.78049,Entire home/apt,22000,1,254,2020-12-31,2.52,1,326,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第79号
2883753,Modern Tatami dining with comfy bed,9360394,Vann Amor,,Adachi Ku,35.79137,139.79205,Entire home/apt,13000,7,3,2018-11-29,0.06,4,177,0,M130004931
2883869,Comfy Studio with Lovely balcony,9360394,Vann Amor,,Adachi Ku,35.79166,139.79285,Entire home/apt,6729,7,4,2020-01-03,0.04,4,83,0,M130004934
3085134,"""HirooHouse""3Rm, 6 guests, 2minWalk/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.65174,139.72175,Entire home/apt,36041,3,125,2022-08-31,1.24,2,255,2,M130003771
3235958,Experience normal Japan life 1,16241464,Kaori,,Itabashi Ku,35.78156,139.63309,Entire home/apt,4800,1,91,2022-07-30,0.94,2,205,6,M130000056
3265059,Factory Roof-Top! +Portable Wi-Fi,6606987,K & N,,Katsushika Ku,35.73862,139.8515,Private room,5643,1,319,2020-02-24,3.17,3,0,0,M130011982
3339222,Experience normal Japan life 2,16241464,Kaori,,Itabashi Ku,35.77932,139.63338,Entire home/apt,5000,1,55,2022-08-04,0.65,2,139,5,M130000055
3372902,アジアンミックステイストの癒される空間,17018818,Miri,,Meguro Ku,35.61728,139.6679,Entire home/apt,6800,2,137,2022-08-13,1.38,1,198,2,M540000008
3409030,Shinjuku abode: Discount applied on long term stay,17190614,Shu,,Shinjuku Ku,35.6989,139.69824,Entire home/apt,7700,30,159,2022-04-30,1.59,1,35,1,M130000855
3427384,Tatoo ok! Onsen of 400 years of history【禅】,13018876,Masakatsu,,Edogawa Ku,35.68374,139.85971,Entire home/apt,7360,3,81,2020-03-06,0.82,2,171,0,Hotels and Inns Business Act | 東京都江戸川区保健所 | 18江衛環01第42号
3514008,Seidokan ．experience the rich history of Japan!,17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2500,1,243,2022-09-13,2.57,9,89,9,Hotels and Inns Business Act | 東京都荒川区保健所 | 31荒保衛環へ第１3号
3563698,Tokyo|Machida|ResidentialArea|Quiet|LongTermStay,11583876,Ken,,Machida Shi,35.58911,139.48023,Entire home/apt,4571,3,110,2022-09-09,1.11,3,177,8,M130000249
3572139,Modern Japanese house w/ garden,15514130,Tomo,,Toshima Ku,35.72784,139.73408,Entire home/apt,14829,2,173,2022-09-10,2.00,1,173,10,M130001001
3606276,＊A＊Home WIFI! Tranquil Retreat+LOFT near Shinjuku!,9203725,Tokyo,,Suginami Ku,35.67276,139.65976,Private room,12000,2,4,2019-11-27,0.06,12,365,0,Hotels and Inns Business Act | 杉並区杉並保健所 | 30杉保衛環第331号
3623844,Tatoo ok! TOKYO♨ONSEN and ROOM【寿】,13018876,Masakatsu,,Edogawa Ku,35.68358,139.85985,Entire home/apt,7360,3,66,2022-07-15,0.72,2,169,1,Hotels and Inns Business Act | 東京都江戸川区保健所 | 18江衛環01第42号
3689244,"Shibuya, near Harajuku 2BR (MDS2BR)",18776800,LiveinAsia,,Shibuya Ku,35.67205,139.67877,Entire home/apt,31000,6,13,2020-03-20,0.14,18,174,0,M130003456
3744742,(3) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76105,139.716,Entire home/apt,4687,3,212,2022-08-31,2.19,7,121,2,M130004689
3775528,SHIBUYA12min/Fancy&Warm house,19358663,Mikako,,Setagaya Ku,35.62942,139.63077,Private room,42930,1,83,2020-01-13,0.85,1,179,0,M130001108
3793206,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室10F B,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70432,Private room,5136,2,214,2022-09-11,2.18,11,90,6,M130002186
3814258,apartment hotel TASU TOCO,19611972,岩間,,Suginami Ku,35.70293,139.60045,Entire home/apt,7750,2,173,2022-08-05,1.79,3,311,7,Hotels and Inns Business Act | 杉並区杉並保健所 | 22　杉並第　37960　号
3838856,SHINJUKU ★Designer Pencil House★ Airport Transfer,4626879,Tracey,,Shibuya Ku,35.68245,139.69009,Entire home/apt,15800,1,176,2022-09-18,1.80,5,206,3,M130018884
3845889,COZY LOFT BEDROOM　#106,19089769,Manami,,Suginami Ku,35.70679,139.6551,Entire home/apt,8500,3,96,2020-03-18,1.22,2,0,0,M130000777
3846001,COZY LOFT BEDROOM #1,19089769,Manami,,Suginami Ku,35.70686,139.65543,Entire home/apt,5500,14,123,2020-03-07,1.26,2,0,0,M130008732
3871442,Nishi-Ogikubo 1BR Roomy (SSH1BRR-S),18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,13000,3,36,2020-02-02,0.38,18,171,0,M130002734
3886601,"""Meiji House""4Room,8Guests,WIFI,2min/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.649656604100834,139.7218119954611,Entire home/apt,43850,3,132,2021-10-30,1.36,2,235,1,M130003789
3920124,"Residential area, Peaceful Traditional House 2",20307199,Hotaka,,Higashimurayama Shi,35.76577,139.44678,Entire home/apt,42930,10,133,2021-06-11,1.48,3,342,0,M130000495
3925416,【Itokiyoshi】Ningyo-cho 1min walk,20336856,Ito,,Chuo Ku,35.68577,139.78368,Entire home/apt,3000,1,117,2022-09-18,1.20,1,12,5,Hotels and Inns Business Act | 東京都中央区保健所 | 31中保生環き　第95号
3956263,TINY Home in Shibuya Close to Shinjuku w/Free Wifi,4847803,Best Stay In Tokyo!,,Shibuya Ku,35.67813,139.67913,Entire home/apt,8586,1,87,2020-11-13,0.90,2,39,0,Hotels and Inns Business Act | 渋谷区保健所長 | 31渋建生収第７７０号
4026948,Near Shinagawa Shibuya Haneda,20878710,Daisuke,,Shinagawa Ku,35.60033,139.73415,Private room,6000,4,127,2019-12-31,1.31,1,0,0,M130000543
4047596,「LICENSED」Enjoy Central Tokyo Yamanote Life,6504053,Bryan,,Shinagawa Ku,35.62633,139.7235,Entire home/apt,20000,4,198,2022-07-20,2.03,4,126,2,M130000365
4050925,Airport transfer service&Asakusa traditional house,21004633,Yoshi,,Taito Ku,35.71430654447298,139.7988480729412,Entire home/apt,10000,1,491,2022-09-19,5.06,6,310,11,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第122号
4141228,#211 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73417,139.63328,Entire home/apt,6439,3,72,2020-02-10,0.80,9,90,0,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
4222643,Decoboco hanare,21769906,Decoboco,,Koto Ku,35.6806,139.81931,Entire home/apt,6000,2,310,2022-01-30,3.20,2,0,1,M130015171
4360718,(2) 5ppl 11mins Shinjuku 17 Shibuya. -JR Jujo Sta,19152993,Sei,,Kita Ku,35.76094,139.71652,Entire home/apt,3190,3,185,2022-08-22,1.94,7,128,3,M130004688
4388283,Sunny room in residential area in 国分寺 1st Floor,10969488,Como,,Kokubunji Shi,35.70919,139.48074,Private room,3577,2,61,2022-07-26,0.65,3,363,6,M130002755
4396219,Nishi-Ogikubo 1BR Twin Type-B (SSH1BRT-B) 2F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,13500,3,29,2022-06-18,0.30,18,181,2,M130002742
4396221,Nishi-Ogikubo 1BR Roomy (SSH1BRR) 5F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,17000,3,23,2021-04-01,0.25,18,0,0,M130002749
4495014,(6) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,3527,3,201,2022-08-20,2.14,7,0,3,M130006697
4540924,"3persons Hino room #2, Shinjuku28min Shibuya38min",23416902,Naga,,Hino Shi,35.68587,139.39428,Entire home/apt,9963,5,35,2020-02-26,0.37,2,364,0,M130008297
4606903,Reversible Destiny Lofts/for2people,23871736,Matsuda,,Mitaka Shi,35.680981,139.538055,Private room,20000,3,23,2020-01-02,0.30,2,22,0,M130004784
4616579,Furnished Private Apt.213,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73414,139.63305,Entire home/apt,6439,3,73,2020-03-15,0.79,9,90,0,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
4673248,Reversible Destiny Lofts/for4people,23871736,Matsuda,,Mitaka Shi,35.680981,139.538055,Entire home/apt,22000,3,38,2022-07-19,0.41,2,19,2,M130004785
4690684,"To Shinjuku,Shibuya,Ghibli,and Mt.Takao,Okutama(2)",22643572,Sachiko&Kurara,,Higashimurayama Shi,35.75851,139.47982,Shared room,3000,4,3,2018-08-23,0.03,1,265,0,M130000063
4750169,4persons! Shinjuku30min Tokyo45min!,23416902,Naga,,Hino Shi,35.68548,139.39496,Entire home/apt,9963,5,44,2020-01-17,0.49,2,365,0,M130008296
4813245,*NEW*TOKYO HOUSE group&family upto7 & carpark WIFI,9782688,Kevin,,Toshima Ku,35.73055,139.68657,Entire home/apt,21894,3,142,2020-07-03,1.54,5,364,0,M130006713
4817291,56㎡ Let's go to Asakusa & Akihabara,23595333,Keiko,,Taito Ku,35.72804,139.79048,Entire home/apt,12000,2,275,2022-07-10,2.98,2,49,5,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第219号
4825779,Japanese Modern Apt / 2 Stops to Shinjuku (#1),24812892,Mao,,Shibuya Ku,35.67744,139.68058,Entire home/apt,5438,1,240,2022-08-14,2.55,1,27,8,Hotels and Inns Business Act | 渋谷区保健所 | 31渋健生収第3946号
4849854,Villa Takaosan,400207807,さやか,,Hachioji Shi,35.63738,139.2863,Entire home/apt,15571,2,159,2022-08-31,1.69,1,311,17,M130001407
4888140,(1) 5ppl 2bank beds 11mins Shinjuku. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76117,139.71597,Entire home/apt,7420,3,198,2022-08-22,2.14,7,132,6,M130004685
4909611,J's APT 2 Bed Rooms + Free Portable Wi-Fi,7740848,K Family,,Katsushika Ku,35.73809,139.85124,Entire home/apt,10086,1,286,2022-01-25,3.06,8,168,1,M130002147
4917347,Cedar APT  +  Free Pocket Wi-Fi,7740848,K Family,,Katsushika Ku,35.73816,139.85174,Entire home/apt,9286,1,271,2022-07-20,2.90,8,136,4,M130002147
4925503,#103　新宿/渋谷　テレワーク/受験生/NURO光 FREE WIFI/感染対策済み/駅近,25370510,Mitsuko,,Shibuya Ku,35.67923,139.67571,Entire home/apt,6224,2,174,2022-07-31,2.22,6,82,7,M130002439
4925745,New House 100㎡ near metro happy!!!!,23595333,Keiko,,Taito Ku,35.72951,139.79137,Entire home/apt,23000,2,275,2022-09-21,3.12,2,319,17,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第220号
4926317,#102 SHIBUYA SHINJUKU 幡ヶ谷駅徒歩5分 観光ショッピングに便利！,25370510,Mitsuko,,Shibuya Ku,35.68068,139.6753,Entire home/apt,8000,1,269,2020-11-06,2.88,6,0,0,M130003221
4926426,#203 新宿/渋谷　テレワーク/受験生/NURO光 FREE WIFI/感染対策済み/駅近,25370510,Mitsuko,,Shibuya Ku,35.67933,139.67511,Entire home/apt,8000,2,228,2021-08-17,2.53,6,0,0,M130002430
4958750,Convenient charming house,20993205,Seiichi & Keiko,,Edogawa Ku,35.73673,139.88586,Private room,5000,3,100,2020-02-26,1.10,1,80,0,M130000008
5070495,Private Cozy Apt. 111 in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73496,139.63132,Entire home/apt,6439,3,75,2022-08-17,0.81,9,90,1,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5080877,Decoboco( Artist's Studio  the second floor),21769906,Decoboco,,Koto Ku,35.68162,139.81859,Entire home/apt,6500,1,234,2020-02-27,2.52,2,0,0,Hotels and Inns Business Act | 江東区保健所 | ３０江健生環き第８５号
5128293,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No3 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69872,139.70276,Shared room,3909,2,137,2022-08-31,1.47,11,264,3,M130002186
5198467,Wonderful Japanese style OTOME! (*´ω｀),25911199,Aya,,Bunkyo Ku,35.72129,139.76323,Entire home/apt,16881,3,36,2022-05-19,0.39,1,104,1,M130017222
5210118,Designer's Flat - Shibuya YOYOGI park 10mins #1,24477517,Naoko,,Shibuya Ku,35.66339,139.68741,Entire home/apt,18000,2,228,2021-07-10,2.51,4,0,0,M130005397
5217466,#411 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73404,139.63128,Entire home/apt,6439,3,88,2022-08-10,0.95,9,90,1,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5240174,Designer's Flat - Shibuya YOYOGI park 10mins No.2,24477517,Naoko,,Shibuya Ku,35.66339,139.68741,Entire home/apt,17000,2,195,2021-12-30,2.14,4,0,2,M130005396
5262640,Private Cozy Apt in Tokyo 413,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73445,139.63139,Entire home/apt,6439,3,52,2020-02-28,0.57,9,90,0,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5262658,Private Cozy Apt in Tokyo 311,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.73588,139.63159,Entire home/apt,7870,3,117,2020-03-10,1.27,9,90,0,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5407938,Heart of Shinjuku/Free Pocket Wifi/Homey^^,28035085,Koichi,,Shinjuku Ku,35.69346,139.70823,Entire home/apt,10000,2,285,2021-04-11,3.12,4,0,0,M130004171
5410242,Steve's International Guest Place,28045851,Steve,,Suginami Ku,35.70055,139.60022,Entire home/apt,9301,4,52,2022-03-20,0.64,1,177,1,M130000018
5464305,Finest Cafe/Bar/Hotel 2F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70656,139.63583,Entire home/apt,4500,2,136,2022-08-18,1.49,3,335,11,Hotels and Inns Business Act | 東京都杉並区保健所 | 31杉保衛環第50号
5516726,10min to Shinjuku:Mt. Fuji view from the rooftop,24781998,Airin,,Nakano Ku,35.72085,139.64121,Private room,15000,1,23,2019-05-01,0.25,1,180,0,M130000774
5564391,*SACRED FOREST 神の森* Natural Stylish Healing ♡ Cozy,28837813,Insta-Homes,,Nerima Ku,35.73172,139.66583,Private room,5800,1,208,2020-04-27,2.84,3,0,0,M130000891
5633430,Furnished Private Apt. 412 www.airbnb.jp/c/a87d19,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.7359,139.63151,Entire home/apt,8586,3,39,2020-01-01,0.43,9,90,0,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5641920,#312 Furnished Private Apt.,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.7348,139.63141,Entire home/apt,8586,3,24,2020-01-02,0.26,9,90,0,Hotels and Inns Business Act | 中野区保健所 |  30中環生環第52号
5661072,Shinjuku Hyakunincho 3mins to JR station,21504159,Michi,,Shinjuku Ku,35.70035,139.6967,Entire home/apt,6036,30,121,2021-06-30,1.33,25,89,0,M130004190
5673677,"A cozy room  Shinjuku, Shibuya and Shimokitazawa!",15282125,Kanako,,Setagaya Ku,35.66432,139.65839,Private room,7500,2,57,2021-11-09,0.66,2,46,1,M130008796
5738050,Enjoy local life in Tokyo,29758027,Chieko,,Ota Ku,35.56976,139.69158,Entire home/apt,5000,3,141,2022-08-20,1.55,1,223,7,Special Economic Zoning Act | 30健生発第10252号
5815506,東京根津ステンドグラス美術館＆ゲストハウス（Since 2008),18289292,武男,,Bunkyo Ku,35.71934,139.76508,Private room,5300,1,34,2022-08-01,0.84,1,216,2,M130006097
5876019,"Residential area, Peaceful Traditional House 1",20307199,Hotaka,,Higashimurayama Shi,35.76544,139.44477,Entire home/apt,15000,5,72,2022-03-27,0.81,3,364,3,M130000492
5932309,"Japanese cosy vintage house, easy access in Tokyo",30745996,Chie,,Kita Ku,35.74408,139.72525,Entire home/apt,5286,2,218,2022-07-04,2.42,1,79,6,M130000232
5936568,3Private apartment Tokyo machida,22038803,Suda,,Machida Shi,35.56134,139.46284,Entire home/apt,4500,14,61,2022-07-12,0.68,1,223,10,M130000362
5949669,"#201 / 7mins Sta,Tatami queen room. convinient",30883070,Takeshi,,Koto Ku,35.68285,139.81551,Private room,3139,1,349,2022-08-18,3.96,30,165,25,Hotels and Inns Business Act | 東京都江東区保健所 | ２８江健生環き第１０４号
5963368,Near池袋-Trad. JP. villa w/ free wifi,29681737,文娟,,Nerima Ku,35.7646,139.66835,Private room,6945,1,36,2019-06-22,0.41,5,265,0,M130001805
5979941,"7min to Station, Japanese style room, Free WiFi",30840659,Guesthouse,,Katsushika Ku,35.76776,139.86466,Private room,5213,2,27,2019-08-16,0.30,3,88,0,Hotels and Inns Business Act | 東京都葛飾区保健所 | 26葛保生第3209号
6050643,"Residential area, Peaceful Traditional House 3",20307199,Hotaka,,Higashimurayama Shi,35.76676,139.44505,Entire home/apt,42930,5,58,2022-03-24,0.64,3,157,2,M130000493
6120428,"cozy apartment, Free Wi-Fi♪",16362794,Susumu,,Itabashi Ku,35.75913,139.68681,Entire home/apt,4786,3,178,2022-09-02,1.99,1,59,2,M130002626
6128894,Room201 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75787,139.72151,Private room,2014,3,62,2022-08-26,0.69,3,55,4,M130001128
6164909,Room203 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72151,Private room,2100,3,67,2022-09-16,0.74,3,88,2,M130001128
6194398,☆ Anna's house☆,30457696,Anna,,Machida Shi,35.59461,139.40819,Private room,4293,3,44,2019-10-09,0.49,2,238,0,M130001787
6365363,SHITAMACHI BASE/Quiet new apt.room101/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71865,139.81069,Entire home/apt,11286,1,29,2022-08-31,0.33,11,4,3,Hotels and Inns Business Act | 東京都墨田区保健所 | 27墨福衛生環第213号
6380625,Sunny House in a Leafy Street,33088758,Nayu,,Suginami Ku,35.67951,139.64878,Entire home/apt,17209,1,147,2022-07-03,1.66,1,218,4,M130001866
6439108,Green Apart Right In Shimokitazawa 2min walk!!,10705201,Daisuke,,Setagaya Ku,35.66106,139.66859,Entire home/apt,7000,2,212,2022-09-04,2.39,3,160,9,Hotels and Inns Business Act | 東京都世田谷保健所 | 30世保生環き第339号
6505073,(4) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,3527,3,217,2022-08-13,2.47,7,0,4,M130006696
6592213,ชอบคนไทยHouse(ห้องแบบญี่ปุ่น),34475322,Masaru,,Machida Shi,35.5872,139.48277,Private room,3500,1,131,2022-09-02,1.49,2,116,6,M130000049
